file_name,file_path,file_size_mb,page_count,inventory_timestamp
642d0b35621c51680673589.pdf,/home/manu/mining_gpt/data/raw_pdfs/642d0b35621c51680673589.pdf,0.54,26,2026-06-01T15:13:34.868750
64dc579c4f9e31692161948.pdf,/home/manu/mining_gpt/data/raw_pdfs/64dc579c4f9e31692161948.pdf,0.27,9,2026-06-01T15:13:34.872617
6523accddc55f1696836813.pdf,/home/manu/mining_gpt/data/raw_pdfs/6523accddc55f1696836813.pdf,0.84,2,2026-06-01T15:13:34.876426
6523af0be1e881696837387.pdf,/home/manu/mining_gpt/data/raw_pdfs/6523af0be1e881696837387.pdf,0.84,2,2026-06-01T15:13:34.879535
652cc2265412c1697432102.pdf,/home/manu/mining_gpt/data/raw_pdfs/652cc2265412c1697432102.pdf,0.57,3,2026-06-01T15:13:34.883050
652cc26c47f961697432172.pdf,/home/manu/mining_gpt/data/raw_pdfs/652cc26c47f961697432172.pdf,1.11,3,2026-06-01T15:13:34.886930
65ae5352376011705923410.pdf,/home/manu/mining_gpt/data/raw_pdfs/65ae5352376011705923410.pdf,1.46,24,2026-06-01T15:13:34.896591
65ae5390911361705923472.pdf,/home/manu/mining_gpt/data/raw_pdfs/65ae5390911361705923472.pdf,1.22,9,2026-06-01T15:13:34.908332
65ae53c19cab41705923521.pdf,/home/manu/mining_gpt/data/raw_pdfs/65ae53c19cab41705923521.pdf,0.7,4,2026-06-01T15:13:34.915812
65e17ed6d85c51709276886.pdf,/home/manu/mining_gpt/data/raw_pdfs/65e17ed6d85c51709276886.pdf,1.24,9,2026-06-01T15:13:34.923709
65e6e33f561941709630271.pdf,/home/manu/mining_gpt/data/raw_pdfs/65e6e33f561941709630271.pdf,0.35,2,2026-06-01T15:13:34.925958
65e6e43e9dfae1709630526.pdf,/home/manu/mining_gpt/data/raw_pdfs/65e6e43e9dfae1709630526.pdf,1.13,3,2026-06-01T15:13:34.928806
65fd6174b1a681711104372.pdf,/home/manu/mining_gpt/data/raw_pdfs/65fd6174b1a681711104372.pdf,1.31,16,2026-06-01T15:13:34.934460
65fd6b57ab0551711106903.pdf,/home/manu/mining_gpt/data/raw_pdfs/65fd6b57ab0551711106903.pdf,0.6,6,2026-06-01T15:13:34.937648
6631dd7518bf71714543989.pdf,/home/manu/mining_gpt/data/raw_pdfs/6631dd7518bf71714543989.pdf,1.13,3,2026-06-01T15:13:34.941013
663482301e1eb1714717232.pdf,/home/manu/mining_gpt/data/raw_pdfs/663482301e1eb1714717232.pdf,0.59,3,2026-06-01T15:13:34.944135
666a9ae9e4af51718262505.pdf,/home/manu/mining_gpt/data/raw_pdfs/666a9ae9e4af51718262505.pdf,1.69,46,2026-06-01T15:13:34.952677
666ab5ceae0021718269390.pdf,/home/manu/mining_gpt/data/raw_pdfs/666ab5ceae0021718269390.pdf,1.76,45,2026-06-01T15:13:34.965827
68ac5fc3960e81756127171.pdf,/home/manu/mining_gpt/data/raw_pdfs/68ac5fc3960e81756127171.pdf,0.48,5,2026-06-01T15:13:34.971770
68b696bcb25901756796604.pdf,/home/manu/mining_gpt/data/raw_pdfs/68b696bcb25901756796604.pdf,0.41,1,2026-06-01T15:13:34.974411
6932ab31a99451764928305.pdf,/home/manu/mining_gpt/data/raw_pdfs/6932ab31a99451764928305.pdf,0.81,61,2026-06-01T15:13:35.009441
69cdf64def4391775105613.pdf,/home/manu/mining_gpt/data/raw_pdfs/69cdf64def4391775105613.pdf,0.62,5,2026-06-01T15:13:35.013038
69d6013718cfa1775632695.pdf,/home/manu/mining_gpt/data/raw_pdfs/69d6013718cfa1775632695.pdf,0.58,12,2026-06-01T15:13:35.017883
69d6016151f8d1775632737.pdf,/home/manu/mining_gpt/data/raw_pdfs/69d6016151f8d1775632737.pdf,0.8,3,2026-06-01T15:13:35.020516
69d601a551c9c1775632805.pdf,/home/manu/mining_gpt/data/raw_pdfs/69d601a551c9c1775632805.pdf,1.98,83,2026-06-01T15:13:35.049133
69d601c7274631775632839.pdf,/home/manu/mining_gpt/data/raw_pdfs/69d601c7274631775632839.pdf,1.09,31,2026-06-01T15:13:35.062663
69d601f1b7d3e1775632881.pdf,/home/manu/mining_gpt/data/raw_pdfs/69d601f1b7d3e1775632881.pdf,0.97,53,2026-06-01T15:13:35.079998
69d60225882421775632933.pdf,/home/manu/mining_gpt/data/raw_pdfs/69d60225882421775632933.pdf,2.75,141,2026-06-01T15:13:35.153722
69dc78573fd851776056407.pdf,/home/manu/mining_gpt/data/raw_pdfs/69dc78573fd851776056407.pdf,0.6,2,2026-06-01T15:13:35.156030
69dc787955c0c1776056441.pdf,/home/manu/mining_gpt/data/raw_pdfs/69dc787955c0c1776056441.pdf,0.52,2,2026-06-01T15:13:35.157629
6a.pdf,/home/manu/mining_gpt/data/raw_pdfs/6a.pdf,9.26,108,2026-06-01T15:13:35.181883
7.pdf,/home/manu/mining_gpt/data/raw_pdfs/7.pdf,6.63,335,2026-06-01T15:13:35.254333
9.pdf,/home/manu/mining_gpt/data/raw_pdfs/9.pdf,5.47,213,2026-06-01T15:13:35.303728
A1948-46.pdf,/home/manu/mining_gpt/data/raw_pdfs/A1948-46.pdf,0.55,17,2026-06-01T15:13:35.310255
A1957-67.pdf,/home/manu/mining_gpt/data/raw_pdfs/A1957-67.pdf,0.89,61,2026-06-01T15:13:35.332841
A1986-61.pdf,/home/manu/mining_gpt/data/raw_pdfs/A1986-61.pdf,0.21,11,2026-06-01T15:13:35.337425
A1987-16.pdf,/home/manu/mining_gpt/data/raw_pdfs/A1987-16.pdf,0.97,50,2026-06-01T15:13:35.387298
A2001-52.pdf,/home/manu/mining_gpt/data/raw_pdfs/A2001-52.pdf,0.3,24,2026-06-01T15:13:35.394526
A2013-18.pdf,/home/manu/mining_gpt/data/raw_pdfs/A2013-18.pdf,3.13,370,2026-06-01T15:13:35.508204
AAa52__1961.pdf,/home/manu/mining_gpt/data/raw_pdfs/AAa52__1961.pdf,0.33,23,2026-06-01T15:13:35.515422
AMCR.pdf,/home/manu/mining_gpt/data/raw_pdfs/AMCR.pdf,0.74,65,2026-06-01T15:13:35.525449
BIS_Drinking_Water_Specification.pdf,/home/manu/mining_gpt/data/raw_pdfs/BIS_Drinking_Water_Specification.pdf,0.12,16,2026-06-01T15:13:35.531747
Coal Mines Regulation 2017.pdf,/home/manu/mining_gpt/data/raw_pdfs/Coal Mines Regulation 2017.pdf,1.92,121,2026-06-01T15:13:35.552277
DMFrules.pdf,/home/manu/mining_gpt/data/raw_pdfs/DMFrules.pdf,0.1,2,2026-06-01T15:13:35.554385
Designated_Best_Use_Water_Quality_Criteria.pdf,/home/manu/mining_gpt/data/raw_pdfs/Designated_Best_Use_Water_Quality_Criteria.pdf,0.02,1,2026-06-01T15:13:35.555893
Directions-dated-13-Nov-2013-EPA.pdf,/home/manu/mining_gpt/data/raw_pdfs/Directions-dated-13-Nov-2013-EPA.pdf,0.78,67,2026-06-01T15:13:35.565639
Draft_MMR_2018.pdf,/home/manu/mining_gpt/data/raw_pdfs/Draft_MMR_2018.pdf,1.37,169,2026-06-01T15:13:35.605335
GSR-23-E.pdf,/home/manu/mining_gpt/data/raw_pdfs/GSR-23-E.pdf,0.17,16,2026-06-01T15:13:35.610232
GSR-719-E.pdf,/home/manu/mining_gpt/data/raw_pdfs/GSR-719-E.pdf,0.05,9,2026-06-01T15:13:35.612573
Guidelines_040714.pdf,/home/manu/mining_gpt/data/raw_pdfs/Guidelines_040714.pdf,0.24,2,2026-06-01T15:13:35.614133
H1927-16.pdf,/home/manu/mining_gpt/data/raw_pdfs/H1927-16.pdf,0.52,22,2026-06-01T15:13:35.629520
H1948-46.pdf,/home/manu/mining_gpt/data/raw_pdfs/H1948-46.pdf,0.52,13,2026-06-01T15:13:35.639492
H195767H.pdf,/home/manu/mining_gpt/data/raw_pdfs/H195767H.pdf,0.93,32,2026-06-01T15:13:35.674873
H1961-52.pdf,/home/manu/mining_gpt/data/raw_pdfs/H1961-52.pdf,0.46,14,2026-06-01T15:13:35.684308
H1986-27.pdf,/home/manu/mining_gpt/data/raw_pdfs/H1986-27.pdf,0.22,2,2026-06-01T15:13:35.688543
H1986-61.pdf,/home/manu/mining_gpt/data/raw_pdfs/H1986-61.pdf,0.43,8,2026-06-01T15:13:35.695487
H1987-16.pdf,/home/manu/mining_gpt/data/raw_pdfs/H1987-16.pdf,1.18,39,2026-06-01T15:13:35.735428
H2001-52.pdf,/home/manu/mining_gpt/data/raw_pdfs/H2001-52.pdf,0.56,21,2026-06-01T15:13:35.738752
H2003-17.pdf,/home/manu/mining_gpt/data/raw_pdfs/H2003-17.pdf,0.44,16,2026-06-01T15:13:35.745120
H2015-11.pdf,/home/manu/mining_gpt/data/raw_pdfs/H2015-11.pdf,1.01,23,2026-06-01T15:13:35.768316
MAR.pdf,/home/manu/mining_gpt/data/raw_pdfs/MAR.pdf,0.26,24,2026-06-01T15:13:35.774195
MCR16.pdf,/home/manu/mining_gpt/data/raw_pdfs/MCR16.pdf,6.01,93,2026-06-01T15:13:35.802659
MMDR2020.pdf,/home/manu/mining_gpt/data/raw_pdfs/MMDR2020.pdf,0.08,6,2026-06-01T15:13:35.804534
MMDR2021Amendment.pdf,/home/manu/mining_gpt/data/raw_pdfs/MMDR2021Amendment.pdf,0.34,12,2026-06-01T15:13:35.808525
MMDRamend.pdf,/home/manu/mining_gpt/data/raw_pdfs/MMDRamend.pdf,0.09,2,2026-06-01T15:13:35.810246
MinesAct1952.pdf,/home/manu/mining_gpt/data/raw_pdfs/MinesAct1952.pdf,0.15,33,2026-06-01T15:13:35.816651
NMEP.pdf,/home/manu/mining_gpt/data/raw_pdfs/NMEP.pdf,0.34,20,2026-06-01T15:13:35.820722
NMETcomp.pdf,/home/manu/mining_gpt/data/raw_pdfs/NMETcomp.pdf,0.26,10,2026-06-01T15:13:35.823458
NMETrules.pdf,/home/manu/mining_gpt/data/raw_pdfs/NMETrules.pdf,0.26,10,2026-06-01T15:13:35.826774
NMP2019.pdf,/home/manu/mining_gpt/data/raw_pdfs/NMP2019.pdf,0.91,14,2026-06-01T15:13:35.832724
National_Ambient_Air_Quality_Standards.pdf,/home/manu/mining_gpt/data/raw_pdfs/National_Ambient_Air_Quality_Standards.pdf,0.31,4,2026-06-01T15:13:35.834910
NonFerrousMetalSRF2020.pdf,/home/manu/mining_gpt/data/raw_pdfs/NonFerrousMetalSRF2020.pdf,1.55,23,2026-06-01T15:13:35.846104
OM-FC-100114.pdf,/home/manu/mining_gpt/data/raw_pdfs/OM-FC-100114.pdf,1.06,24,2026-06-01T15:13:35.851662
PMKKKY.pdf,/home/manu/mining_gpt/data/raw_pdfs/PMKKKY.pdf,0.61,7,2026-06-01T15:13:35.854420
Primary_Water_Quality_Criteria.pdf,/home/manu/mining_gpt/data/raw_pdfs/Primary_Water_Quality_Criteria.pdf,0.17,4,2026-06-01T15:13:35.856798
THE-METALLIFEROUS-MINES-REGULATIONS-1961.pdf,/home/manu/mining_gpt/data/raw_pdfs/THE-METALLIFEROUS-MINES-REGULATIONS-1961.pdf,0.56,139,2026-06-01T15:13:35.955236
THE_ENVIRONMENT.pdf,/home/manu/mining_gpt/data/raw_pdfs/THE_ENVIRONMENT.pdf,0.12,11,2026-06-01T15:13:35.957520
The_Environment_Protection_Rules_1986-3.pdf,/home/manu/mining_gpt/data/raw_pdfs/The_Environment_Protection_Rules_1986-3.pdf,0.12,11,2026-06-01T15:13:35.959359
a1927-16.pdf,/home/manu/mining_gpt/data/raw_pdfs/a1927-16.pdf,0.75,82,2026-06-01T15:13:35.980254
a1961-43.pdf,/home/manu/mining_gpt/data/raw_pdfs/a1961-43.pdf,5.94,880,2026-06-01T15:13:36.133083
a1986-27.pdf,/home/manu/mining_gpt/data/raw_pdfs/a1986-27.pdf,0.38,3,2026-06-01T15:13:36.136511
a2003-17.pdf,/home/manu/mining_gpt/data/raw_pdfs/a2003-17.pdf,0.29,21,2026-06-01T15:13:36.143296
a2015-11.pdf,/home/manu/mining_gpt/data/raw_pdfs/a2015-11.pdf,0.41,30,2026-06-01T15:13:36.156747
aA1992-16.pdf,/home/manu/mining_gpt/data/raw_pdfs/aA1992-16.pdf,0.2,6,2026-06-01T15:13:36.159603
auctionrulesamendment.pdf,/home/manu/mining_gpt/data/raw_pdfs/auctionrulesamendment.pdf,1.57,3,2026-06-01T15:13:36.163441
captiverules.pdf,/home/manu/mining_gpt/data/raw_pdfs/captiverules.pdf,0.28,17,2026-06-01T15:13:36.166686
coasteal_water_standards.pdf,/home/manu/mining_gpt/data/raw_pdfs/coasteal_water_standards.pdf,0.19,6,2026-06-01T15:13:36.169102
eprotect_act_1986.pdf,/home/manu/mining_gpt/data/raw_pdfs/eprotect_act_1986.pdf,6.05,15,2026-06-01T15:13:36.179717
hH1992-16.pdf,/home/manu/mining_gpt/data/raw_pdfs/hH1992-16.pdf,0.21,2,2026-06-01T15:13:36.181680
mineralevidence.pdf,/home/manu/mining_gpt/data/raw_pdfs/mineralevidence.pdf,0.54,26,2026-06-01T15:13:36.186906
mininggovtcompany.pdf,/home/manu/mining_gpt/data/raw_pdfs/mininggovtcompany.pdf,0.15,3,2026-06-01T15:13:36.189374
mmdramend15.pdf,/home/manu/mining_gpt/data/raw_pdfs/mmdramend15.pdf,0.13,12,2026-06-01T15:13:36.192703
nonexclusive.pdf,/home/manu/mining_gpt/data/raw_pdfs/nonexclusive.pdf,1.85,10,2026-06-01T15:13:36.196684
royalty14.pdf,/home/manu/mining_gpt/data/raw_pdfs/royalty14.pdf,3.22,11,2026-06-01T15:13:36.202225
sandminingframework.pdf,/home/manu/mining_gpt/data/raw_pdfs/sandminingframework.pdf,9.68,256,2026-06-01T15:13:36.307217
starrating.pdf,/home/manu/mining_gpt/data/raw_pdfs/starrating.pdf,0.49,13,2026-06-01T15:13:36.317486
